"_id","Fiscal_Year","Budget_Type","Organization_Entity","Command_Name","Pillar_Name","District_Name","Unit_Name","Feature_Category","Cost_Element","Cost_Element_Long_Name","Amount"
1,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Service","Services","4148","REWARDS & INFORMATION",20000
2,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Central Paid Duty","Revenues","7652","PAID DUTY",-1500
3,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Service","Services","4230","BUSINESS TRAV - OTHER EXPENSES",5000
4,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Service","Services","4255","CONFERENCES/SEMINARS - OTHER EXPENSES",41200
5,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Central Paid Duty","Revenues","8502","PAID DUTY- OFFICERS FEE",-24667000
6,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Service","Services","4341","CLOTHING REIMBURSEMENTS",1442700
7,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Service","Services","4710","INSURANCE",149000
8,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Central Paid Duty","Revenues","8503","PAY DUTY EQUIPMENT RENTAL",-1513000
9,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Central Paid Duty","Revenues","8504","PAY DUTY ADMINISTRATION FEE",-3700000
10,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Service","Services","4760","MEMBERSHIP FEES",42300
11,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Service","Services","4770","PARKING EXPENSES (INTOWN)",423000
12,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Central Paid Duty","Salaries","1515","PAID DUTY OFFICERS EARNINGS",24667000
13,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Ceremonial Unit","Materials & Supplies","2670","UNIFORMS",31500
14,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Service","Services","4804","WIRELESS DEVICES",70200
15,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Service","Services","4815","COURIER SERVICES",1000
16,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Ceremonial Unit","Services","4230","BUSINESS TRAV - OTHER EXPENSES",7500
17,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Ceremonial Unit","Services","4760","MEMBERSHIP FEES",3500
18,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Service","Services","4970","SERVICES AND RENTS - GENERAL",90000
19,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Training","Equipment","3420","COMPUTERS - SOFTWARE",6000
20,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",10000
21,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",28700
22,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Training","Equipment","3993","FIREARMS",346200
23,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Benefits","1776","OMERS CIVILIAN - CIVILIAN",62700
24,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Training","Materials & Supplies","2084","AMMUNITION/FIREARMS SUPPLIES",759400
25,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Equipment","3099","GENERAL EQUIPMENT",173500
26,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Training","Materials & Supplies","2670","UNIFORMS",195900
27,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Premium Pay","1571","UNIFORM COURT",-500000
28,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Training","Services","4311","COURSES - CANADA/ONTARIO POLICE COLLEGE",803700
29,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Premium Pay","1572","UNIFORM OVERTIME",-1000000
30,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Training","Services","4312","COURSES/SEMINARS",266800
31,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Premium Pay","1573","UNIFORM CALLBACK",-1000000
32,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Training","Services","4340","TUITION FEES",7500
33,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Premium Pay","1574","UNIFORM LIEU TIME CASH PAYMENT",-3500000
34,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Premium Pay","1578","UNIFORM COMMAND INITIATIVES",389500
35,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Premium Pay","1582","CIVILIAN OVERTIME",255600
36,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Premium Pay","1583","CIVILIAN CALLBACK",965600
37,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",1144300
38,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Premium Pay","1592","OTHER CONTRACT - OVERTIME",252300
39,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Premium Pay","1593","OTHER CONTRACT - CALLBACK",158700
40,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Premium Pay","1594","OTHER CONTRACT - LIEU TIME CASH PAYMENT",187100
41,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Revenues","9030","MISCELLANEOUS REVENUE",-2493000
42,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Revenues","9042","OTHERS",-10000000
43,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Salaries","1505","REGULAR SALARIES CIVILIAN A",619000
44,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Corporate Wide","Services","4424","CONTRACTED SERVICES - GENERAL",894700
45,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1711","COMPREHENSIVE MEDICAL",27717200
46,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1712","DENTAL PLAN",12064800
47,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1713","MEDICAL/DENTAL ADMIN. FEES & TAX",4937100
48,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1714","RETIREE MEDICAL/DENTAL",3195700
49,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1715","RETIREE PAID-UP LIFE",1149900
50,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1716","WIDOW & PENSION ALLOWANCE",300000
51,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1718","A D & D INSURANCE",598800
52,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1720","LONG TERM DISABILITY",133800
53,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1722","TPS LONG TERM DISABILITY - SENIOR OFFICE",193900
54,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1730","GROUP LIFE INSURANCE",2317400
55,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1750","ONTARIO HEALTH TAX",16988700
56,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1970","WSIB MEDICAL & PENSION PAYMENTS",8851600
57,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Benefits","1975","WSIB ADMINISTRATION CHARGES",3992900
58,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Employee Benefits","Equipment","3991","ACCOMMODATION EQUIPMENT",75000
59,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Facilities","Materials & Supplies","2080","PHOTOGRAPHIC AND VIDEO SUPPLIES",32000
60,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Facilities","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",1200
61,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Facilities","Services","4081","SHREDDING SERVICES",48000
62,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Facilities","Services","4098","SERVICE CONTRACTS",140000
63,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Services","4230","BUSINESS TRAV - OTHER EXPENSES",11400
64,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Facilities","Services","4410","CONTRACTED SERVICES - ELECTRICAL",133000
65,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Facilities","Services","4416","TRANSFER, HAULAGE AND STORAGE",55000
66,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Facilities","Services","4435","CONTR SERV - SECURITY SYS INSTAL & MAIN",215000
67,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Facilities","Services","4508","LOCK REPAIRS",85000
68,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Facilities","Services","4608","REPAIRS & MAINT - FURNITURE &FURNISHINGS",15000
69,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Training","Services","4424","CONTRACTED SERVICES - GENERAL",170200
70,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - eTicketing","Equipment","3992","PRINTERS",150000
71,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",5000
72,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Materials & Supplies","2082","HEALTH & SAFETY SUPPLIES",915000
73,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Materials & Supplies","2260","GASOLINE",423800
74,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Premium Pay","1573","UNIFORM CALLBACK",390000
75,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Revenues","8503","PAY DUTY EQUIPMENT RENTAL",57500
76,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Revenues","8504","PAY DUTY ADMINISTRATION FEE",657500
77,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Revenues","8505","ALARM FEES",22500
78,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Revenues","8507","SALE OF ACCIDENT REPORTS",80000
79,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Revenues","8519","PRISONER RETURN RECOVERIES",250000
80,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Revenues","8524","CRIMINAL REFERENCE CHECK",1000000
81,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Revenues","8547","CLEARANCE LETTER FEES",75000
82,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Services","4424","CONTRACTED SERVICES - GENERAL",312500
83,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Services","4659","REPAIRS & MAINTENANCE - COMPUTER EQUIP",236200
84,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",5500
85,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","COVID19","Services","4970","SERVICES AND RENTS - GENERAL",2000
86,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","TTF Recommendations","Services","4659","REPAIRS & MAINTENANCE - COMPUTER EQUIP",294000
87,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","TTF Recommendations","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",117300
88,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","One-time Projects","Transformational Task Force","Materials & Supplies","2013","PRINTED MATERIAL",5000
89,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Cannabis","Revenues","9270","CONTRIBUTIONS FROM RESERVES",-1500000
90,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Central Sick","Benefits","1717","CENTRAL SICK BANK",4157100
91,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Central Sick","Revenues","9260","CONTRIBUTIONS FROM RESERVE FUNDS",-4157100
92,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Central Sick","Services","6030","CONTRIB.TO RESERVE FUNDS",1916700
93,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Health Care Spending","Benefits","1719","HEALTH CARE BENEFITS - RETIREES",2327800
94,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Health Care Spending","Revenues","9260","CONTRIBUTIONS FROM RESERVE FUNDS",-2327800
95,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Health Care Spending","Services","6030","CONTRIB.TO RESERVE FUNDS",100000
96,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Insurance","Services","6031","CONTRIBUTIONS TO INSURANCE RESERVE FUND",9505400
97,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Legal","Revenues","9270","CONTRIBUTIONS FROM RESERVES",-3152300
98,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Legal","Services","4010","PROFESSIONAL SERVICES - LEGAL",540000
99,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Legal","Services","4011","LEGAL INDEMNIFICATION COSTS",2430300
100,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Legal","Services","4013","BARGAINING EXPENSES",150000
101,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Legal","Services","4091","CONSULTING SERV -EXT LAWYERS &PLANNERS",32000
102,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Salaries","1514","TEMPORARY - SHORT TERM SALARIES",186500
103,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Legal","Services","6020","CONTRIBUTION TO RESERVES",930000
104,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Salaries","1531","ALTERNATE RATE CIVILIAN SENIOR OFFICERS",3100
105,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Salaries","1533","ALTERNATE RATE UNIFORM",3100
106,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Modernization","Revenues","9270","CONTRIBUTIONS FROM RESERVES",-4000000
107,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Salaries","1551","SHIFT BONUS UNIFORM",1100
108,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Modernization","Services","4424","CONTRACTED SERVICES - GENERAL",4000000
109,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Services","4084","PUBLIC RELATIONS/PROMOTIONS",28300
110,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Sick Leave","Benefits","1960","SICK PAY CREDIT GRANTS",17030300
111,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Sick Leave","Revenues","9260","CONTRIBUTIONS FROM RESERVE FUNDS",-17030300
112,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Services","4255","CONFERENCES/SEMINARS - OTHER EXPENSES",3200
113,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Sick Leave","Services","6032","CONTRIBUTIONS TO SICK LEAVE RESERVE FUND",12282600
114,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Services","4312","COURSES/SEMINARS",800
115,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Reserves","Reserves - Veh and Equip","Services","6021","CONTRIBUTIONS TO VEHICLE & EQUIP RESERVE",20766000
116,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",-58300
117,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",-224300
118,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Benefits","1764","CANADA PENSION PLAN - UNIFORM",-169600
119,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",-552100
120,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Benefits","1773","OMERS POLICE - UNIFORM",447000
121,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Benefits","1776","OMERS CIVILIAN - CIVILIAN",-2438900
122,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Revenues","8532","SECONDMENT - SALARIES",-1736100
123,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Revenues","8533","SECONDMENTS-BENEFITS",-504700
124,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Salaries","1502","REGULAR SALARIES CIVILIAN SENIOR OFFICER",-2917900
125,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Salaries","1503","REGULAR SALARIES UNIFORM SENIOR OFFICERS",-563900
126,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Salaries","1504","REGULAR SALARIES UNIFORM",12677000
127,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Salaries","1505","REGULAR SALARIES CIVILIAN A",-2474400
128,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Salaries","1506","REGULAR SALARIES CIVILIAN B",-121700
129,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Salaries","1507","REGULAR SALARIES CIVILIAN C",-2660000
130,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Salaries","1563","MATERNITY - UNIFORM W/EI SUPPLEMENT",1652900
131,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Unit Not Assigned","Unit Not Assigned","Salaries","1564","MATERNITY - CIVILIAN W/EI SUPPLEMENT",890000
132,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Grants","Grants",NA,"Equipment","3099","GENERAL EQUIPMENT",1083800
133,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Grants","Grants",NA,"Revenues","8044","GOVERNMENT GRANTS",-4911000
134,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Grants","Grants",NA,"Salaries","1522","NEW INITIATIVES",3249700
135,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Grants","Grants",NA,"Services","4985","CASH OVER/UNDER",577500
136,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Grants","Grants","Firearm Related Bail Compliance Checks","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",1100
137,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Grants","Grants","Firearm Related Bail Compliance Checks","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",3200
138,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Grants","Grants","Firearm Related Bail Compliance Checks","Benefits","1776","OMERS CIVILIAN - CIVILIAN",4300
139,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Grants","Grants","Firearm Related Bail Compliance Checks","Salaries","1505","REGULAR SALARIES CIVILIAN A",53200
140,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Centralized Charges","Centralized Charges","Centralized - CHF","Premium Pay","1574","UNIFORM LIEU TIME CASH PAYMENT",53300
141,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",8800
142,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",5500
143,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Benefits","1764","CANADA PENSION PLAN - UNIFORM",25600
144,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",16000
145,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Benefits","1773","OMERS POLICE - UNIFORM",157600
146,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Benefits","1776","OMERS CIVILIAN - CIVILIAN",61500
147,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",9000
148,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Materials & Supplies","2020","BOOK & MAGAZINE SUBSCRIPTIONS",500
149,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",200
150,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Premium Pay","1572","UNIFORM OVERTIME",4400
151,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Premium Pay","1573","UNIFORM CALLBACK",4800
