"_id","Fiscal_Year","Budget_Type","Organization_Entity","Command_Name","Pillar_Name","District_Name","Unit_Name","Feature_Category","Cost_Element","Cost_Element_Long_Name","Amount"
1666,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D43","Division 43","Salaries","1505","REGULAR SALARIES CIVILIAN A",433700
1667,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",19100
1668,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D43","Division 43","Salaries","1507","REGULAR SALARIES CIVILIAN C",1709800
1669,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Materials & Supplies","2083","FINGERPRINT SUPPLIES",1000
1670,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4086","TECH SERV -TRANSLATIONS & INTERPRETERS",900
1671,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Materials & Supplies","2020","BOOK & MAGAZINE SUBSCRIPTIONS",300
1672,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",24200
1673,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",700
1674,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D43","Division 43","Salaries","1532","ALTERNATE RATE UNIFORM SENIOR OFFICERS",400
1675,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D32,D33","Division 32","Services","4312","COURSES/SEMINARS",1200
1676,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Salaries","1532","ALTERNATE RATE UNIFORM SENIOR OFFICERS",4100
1677,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4140","PRISONERS- MEALS",9300
1678,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Benefits","1764","CANADA PENSION PLAN - UNIFORM",611200
1679,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D43","Division 43","Salaries","1533","ALTERNATE RATE UNIFORM",43800
1680,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Materials & Supplies","2080","PHOTOGRAPHIC AND VIDEO SUPPLIES",800
1681,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Premium Pay","1582","CIVILIAN OVERTIME",400
1682,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D32,D33","Division 32","Services","4441","CONTRACTED SERVICES - CABLE TV",1600
1683,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Salaries","1533","ALTERNATE RATE UNIFORM",32100
1684,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4144","INVESTIGATIVE EXPENSE",400
1685,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",70400
1686,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D43","Division 43","Salaries","1534","ALTERNATE RATE CIVILIAN A",3300
1687,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Materials & Supplies","2082","HEALTH & SAFETY SUPPLIES",200
1688,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Premium Pay","1583","CIVILIAN CALLBACK",100
1689,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D32,D33","Division 32","Services","4516","REPAIRS - TECHNICAL EQUIPMENT",200
1690,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Salaries","1534","ALTERNATE RATE CIVILIAN A",18700
1691,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4225","BUSINESS TRAV - PUBLIC TRANSIT",300
1692,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Benefits","1773","OMERS POLICE - UNIFORM",2487000
1693,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D43","Division 43","Salaries","1541","STATUTORY HOLIDAY UNIFORM",83700
1694,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Materials & Supplies","2083","FINGERPRINT SUPPLIES",500
1695,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",300
1696,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Premium Pay","1582","CIVILIAN OVERTIME",400
1697,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",6400
1698,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Salaries","1503","REGULAR SALARIES UNIFORM SENIOR OFFICERS",362500
1699,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Salaries","1504","REGULAR SALARIES UNIFORM",15833400
1700,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Salaries","1505","REGULAR SALARIES CIVILIAN A",271900
1701,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Salaries","1507","REGULAR SALARIES CIVILIAN C",295200
1702,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Salaries","1533","ALTERNATE RATE UNIFORM",18600
1703,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Salaries","1534","ALTERNATE RATE CIVILIAN A",13700
1704,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Salaries","1541","STATUTORY HOLIDAY UNIFORM",42000
1705,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Salaries","1551","SHIFT BONUS UNIFORM",60000
1706,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Salaries","1552","SHIFT BONUS CIVILIAN A",100
1707,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Salaries","1554","SHIFT BONUS CIVILIAN C",3700
1708,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4083","PARKING ENFORCEMENT UNIT  -TOWING CHRG",300
1709,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4084","PUBLIC RELATIONS/PROMOTIONS",1400
1710,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4086","TECH SERV -TRANSLATIONS & INTERPRETERS",700
1711,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4140","PRISONERS- MEALS",900
1712,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4144","INVESTIGATIVE EXPENSE",500
1713,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4225","BUSINESS TRAV - PUBLIC TRANSIT",200
1714,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4255","CONFERENCES/SEMINARS - OTHER EXPENSES",1700
1715,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4312","COURSES/SEMINARS",1000
1716,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4441","CONTRACTED SERVICES - CABLE TV",900
1717,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4516","REPAIRS - TECHNICAL EQUIPMENT",200
1718,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4608","REPAIRS & MAINT - FURNITURE &FURNISHINGS",600
1719,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4760","MEMBERSHIP FEES",400
1720,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4770","PARKING EXPENSES (INTOWN)",200
1721,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4804","WIRELESS DEVICES",500
1722,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",5000
1723,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 13","Services","4815","COURIER SERVICES",100
1724,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",189200
1725,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",7700
1726,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Benefits","1764","CANADA PENSION PLAN - UNIFORM",550400
1727,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",22400
1728,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Benefits","1773","OMERS POLICE - UNIFORM",2102200
1729,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Benefits","1776","OMERS CIVILIAN - CIVILIAN",51500
1730,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",22000
1731,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Materials & Supplies","2020","BOOK & MAGAZINE SUBSCRIPTIONS",500
1732,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Materials & Supplies","2080","PHOTOGRAPHIC AND VIDEO SUPPLIES",1200
1733,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Materials & Supplies","2082","HEALTH & SAFETY SUPPLIES",100
1734,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Materials & Supplies","2083","FINGERPRINT SUPPLIES",1000
1735,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",700
1736,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",1500
1737,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Salaries","1504","REGULAR SALARIES UNIFORM",17761800
1738,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Salaries","1541","STATUTORY HOLIDAY UNIFORM",11400
1739,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",6900
1740,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4255","CONFERENCES/SEMINARS - OTHER EXPENSES",6200
1741,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D43","Division 43","Salaries","1551","SHIFT BONUS UNIFORM",88000
1742,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D32,D33","Division 32","Services","4608","REPAIRS & MAINT - FURNITURE &FURNISHINGS",500
1743,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Benefits","1776","OMERS CIVILIAN - CIVILIAN",182000
1744,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4312","COURSES/SEMINARS",2100
1745,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4441","CONTRACTED SERVICES - CABLE TV",3500
1746,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4516","REPAIRS - TECHNICAL EQUIPMENT",200
1747,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4608","REPAIRS & MAINT - FURNITURE &FURNISHINGS",500
1748,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4770","PARKING EXPENSES (INTOWN)",200
1749,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",3500
1750,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4815","COURIER SERVICES",200
1751,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D54,D55","Division 55","Services","4970","SERVICES AND RENTS - GENERAL",200
1752,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",8800
1753,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",739200
1754,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Benefits","1764","CANADA PENSION PLAN - UNIFORM",25600
1755,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",2133200
1756,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Benefits","1773","OMERS POLICE - UNIFORM",138700
1757,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Benefits","1776","OMERS CIVILIAN - CIVILIAN",6080200
1758,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Equipment","3410","COMPUTERS - HARDWARE",700
1759,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",47900
1760,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Materials & Supplies","2082","HEALTH & SAFETY SUPPLIES",400
1761,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Materials & Supplies","2083","FINGERPRINT SUPPLIES",500
1762,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",800
1763,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Premium Pay","1582","CIVILIAN OVERTIME",44000
1764,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Premium Pay","1583","CIVILIAN CALLBACK",36700
1765,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",234300
1766,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Revenues","7650","INTERDPT. RECOV-POLICE",-3298800
1767,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Revenues","8017","PROVINCIAL FUNDING  COURT SERVICES",-40790800
1768,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Revenues","8519","PRISONER RETURN RECOVERIES",-930000
1769,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Salaries","1502","REGULAR SALARIES CIVILIAN SENIOR OFFICER",211600
1770,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Salaries","1503","REGULAR SALARIES UNIFORM SENIOR OFFICERS",314200
1771,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Salaries","1504","REGULAR SALARIES UNIFORM",769000
1772,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Salaries","1505","REGULAR SALARIES CIVILIAN A",5160800
1773,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Salaries","1507","REGULAR SALARIES CIVILIAN C",49314100
1774,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Salaries","1533","ALTERNATE RATE UNIFORM",10900
1775,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Salaries","1534","ALTERNATE RATE CIVILIAN A",20400
1776,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Salaries","1536","ALTERNATE RATE CIVILIAN C",299200
1777,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Salaries","1552","SHIFT BONUS CIVILIAN A",4100
1778,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Salaries","1554","SHIFT BONUS CIVILIAN C",96500
1779,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Services","4084","PUBLIC RELATIONS/PROMOTIONS",400
1780,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Services","4140","PRISONERS- MEALS",458000
1781,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Services","4141","PRISONERS - RETURN OF",500
1782,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Services","4255","CONFERENCES/SEMINARS - OTHER EXPENSES",3100
1783,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Services","4312","COURSES/SEMINARS",1700
1784,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Services","4441","CONTRACTED SERVICES - CABLE TV",1100
1785,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Services","4515","RENTAL OF OFFICE EQUIPMENT HON",3000
1786,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","East Field Command","Court Services","Services","4770","PARKING EXPENSES (INTOWN)",100
1787,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D13,D53","Division 53","Salaries","1551","SHIFT BONUS UNIFORM",51900
1788,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D43","Division 43","Salaries","1554","SHIFT BONUS CIVILIAN C",5000
1789,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",33500
1790,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Salaries","1503","REGULAR SALARIES UNIFORM SENIOR OFFICERS",167400
1791,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D32,D33","Division 32","Services","4760","MEMBERSHIP FEES",100
1792,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Materials & Supplies","2020","BOOK & MAGAZINE SUBSCRIPTIONS",600
1793,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Materials & Supplies","2080","PHOTOGRAPHIC AND VIDEO SUPPLIES",2000
1794,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Materials & Supplies","2082","HEALTH & SAFETY SUPPLIES",400
1795,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Materials & Supplies","2083","FINGERPRINT SUPPLIES",1000
1796,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",400
1797,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Premium Pay","1582","CIVILIAN OVERTIME",300
1798,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",4700
1799,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Salaries","1503","REGULAR SALARIES UNIFORM SENIOR OFFICERS",167400
1800,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Salaries","1504","REGULAR SALARIES UNIFORM",20518600
1801,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Salaries","1505","REGULAR SALARIES CIVILIAN A",223100
1802,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Salaries","1507","REGULAR SALARIES CIVILIAN C",1546300
1803,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Salaries","1532","ALTERNATE RATE UNIFORM SENIOR OFFICERS",3000
1804,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Salaries","1533","ALTERNATE RATE UNIFORM",34400
1805,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Salaries","1534","ALTERNATE RATE CIVILIAN A",1400
1806,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Salaries","1536","ALTERNATE RATE CIVILIAN C",3300
1807,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Salaries","1541","STATUTORY HOLIDAY UNIFORM",25500
1808,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Salaries","1551","SHIFT BONUS UNIFORM",85400
1809,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Salaries","1552","SHIFT BONUS CIVILIAN A",200
1810,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Salaries","1554","SHIFT BONUS CIVILIAN C",9400
1811,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4083","PARKING ENFORCEMENT UNIT  -TOWING CHRG",300
1812,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4084","PUBLIC RELATIONS/PROMOTIONS",900
1813,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4086","TECH SERV -TRANSLATIONS & INTERPRETERS",600
1814,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4124","MEDICAL REPORTS",100
1815,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4140","PRISONERS- MEALS",4000
1816,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4225","BUSINESS TRAV - PUBLIC TRANSIT",200
1817,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4255","CONFERENCES/SEMINARS - OTHER EXPENSES",800
1818,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4312","COURSES/SEMINARS",1600
1819,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4441","CONTRACTED SERVICES - CABLE TV",1300
1820,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4516","REPAIRS - TECHNICAL EQUIPMENT",600
1821,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4608","REPAIRS & MAINT - FURNITURE &FURNISHINGS",300
1822,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4770","PARKING EXPENSES (INTOWN)",100
1823,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4804","WIRELESS DEVICES",1000
1824,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",4200
1825,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 41","Services","4815","COURIER SERVICES",100
1826,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",204600
1827,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",22000
1828,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Benefits","1764","CANADA PENSION PLAN - UNIFORM",595200
1829,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",64000
1830,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Benefits","1773","OMERS POLICE - UNIFORM",2511500
1831,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Benefits","1776","OMERS CIVILIAN - CIVILIAN",163400
1832,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","District-D41,D42","Division 42","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",40400
